`,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
fundamental_3,0.069998899,0.045453237,0.00266443,0.004987878,0.005386398,0.005820508,0.00615563,0.101112132,0.034517276,0.057444797,1,0.061974412,0.04875333,0.064843855,0.13944714,0.006986329,0.070129434,0.159438594,0.048383427,0.014414567,0.321843141,0.097503657,0.249681525,0.001228845,0.068824555,0.051300648,0.033444674,0.127864015,0.156707897,0.006260303,0.16687119,0.044541458,0.017998491,0.005726306,0.388214477,0.001622828,0.003645518,0.01761318,0.05184435,0.004417321,0.035074597,0.080496721,0.006176756,0.22369916,0.23312967,0.026102274,0.098885245,0.00242193,0.001984127,0.257758791,0.005573485,0.035870123,0.005447716,0.753619425,0.001088329,0.002831806,0.005441422,0.063884986,0.03517777,0.080779609,0.193985352,0.043533185,0.010173065,0.021550375,0.015926194,0.146506383,0.141072494,0.115612797,0.073153952,0.037717401,0.03048217,0.012815163,0.007769823,0.003392492,0.015158732,0.007049015,0.079484759,0.024624522,0.145324337,0.002632994,0.002147213,0.009132695,0.062598471,0.006369699,0.009957675,0.005121141,0.028265546,0.027001604,0.021228228,0.054816193,0.001791456,0.002425771,0.008704502,0.010258582,0.090862911,0.021785962,0.005395771,0.001312604,0.00014842,0.09964065,0.047613088,0.010615802,0.01585868,0.017431711,0.011983933,0.051354485,0.010723854,0.005099008,0.023819775,0.016104337,0.000248449
fundamental_5,0.007987652,0.01238933,7.58951E-05,0.000425076,0.00026232,0.000497921,0.000705516,0.003892968,0.018416626,0.008693225,0.061974412,1,0.017970663,0.00232473,0.02948839,0.005366869,9.5825E-05,0.02058873,0.001237533,0.001448414,0.865055947,0.005236585,0.992799089,0.016148364,0.005293941,0.006345365,0.005078075,0.028042377,0.368718988,0.001636421,0.035459169,0.08696019,0.056497916,0.017561326,0.155453042,0.000536931,0.005436271,0.003081621,0.001403538,0.001442318,0.000778661,0.065870005,0.018205037,0.040549597,0.000970009,0.000214647,0.001988693,0.000378217,0.000601795,0.108674724,0.001081425,0.004913361,0.00034369,0.189041066,0.041082111,0.006083563,0.001901386,0.001977692,0.002333711,0.029892926,0.062182736,0.017922,0.009568076,0.110712505,0.020689399,0.094570364,0.033422648,0.037080322,0.007860716,0.176976622,0.010874726,0.00143126,0.013609567,0.015133282,0.001648887,0.002380853,0.053433856,0.006593143,0.016466208,0.022625754,0.013456222,0.007533135,0.002641612,0.000957644,0.01533726,0.005987949,0.032651475,0.00687409,0.008030867,0.041097458,0.005729938,0.017469119,0.112677364,0.005917462,0.004331852,0.013363773,0.006164027,0.009096052,0.003114862,0.008453678,0.082659445,0.130454508,0.008384185,0.008255932,0.008240495,0.014830722,0.003744218,0.047107722,0.004159366,0.00905249,0.000840988
fundamental_6,0.011878093,0.046604494,0.000274483,0.000899559,0.000915118,7.20815E-05,0.042479156,0.054244694,0.000924186,0.037666123,0.04875333,0.017970663,1,0.006182653,0.001429716,0.005061908,0.011242272,0.031517263,0.006994196,0.032517452,0.006514322,0.006410552,0.029898408,0.012175111,0.018457792,0.001048511,0.004095487,0.026313069,0.024577309,0.002208936,0.019168734,0.020880614,0.00376506,0.001120538,0.047632265,0.024141797,0.020779622,0.074069706,0.007506564,0.011837977,9.19928E-05,0.015369781,0.006236612,0.019693948,0.379495803,0.006394458,0.012342629,0.000606899,0.000845734,0.026738679,0.050203963,0.004099682,0.036238875,0.054827315,3.35908E-05,0.013555238,0.001846673,0.013118081,0.011810268,0.012174785,0.013072064,0.012792462,0.024262181,0.136967361,0.018286309,0.021187518,0.031167333,0.000923147,0.013678605,0.032385046,0.001969113,0.010103914,0.012040136,0.007325681,0.016672398,0.012402978,0.015985248,0.00918345,0.013634416,0.017579551,0.004601523,0.004236592,0.003289577,0.002103737,0.004521502,0.001463918,0.013759971,0.007128245,0.004575852,0.024690271,0.012140017,0.016063501,0.003935054,0.012183897,0.003076319,0.005063136,4.56581E-05,0.001215367,0.005904338,0.012837509,0.011745207,0.005561095,0.008161813,0.000559214,0.003582318,0.016390946,0.00384915,0.000214474,0.011649007,0.011674523,0.000430272
fundamental_7,0.010475471,0.016934951,0.000126851,0.000106087,0.001324451,0.00016721,0.000918067,0.084250209,9.82268E-05,0.090195343,0.064843855,0.00232473,0.006182653,1,0.031923953,0.000742134,0.000784414,0.03182929,0.000303566,0.002432628,0.001775775,0.755786738,0.004612296,9.27272E-05,0.000750826,0.000361782,0.753704069,0.005887459,0.00232709,0.022890087,0.004624695,0.000576267,0.650778379,0.000276255,0.096462584,0.000566654,0.010170444,0.005010467,0.000311497,0.016238459,0.00472685,0.012999196,0.99449783,0.009382729,0.002324815,0.012910784,0.010761131,6.47806E-06,2.03324E-06,0.018498223,0.001818913,0.753704106,0.000938739,0.053946708,0.031799649,0.001762909,0.020058061,0.018443456,0.001157629,0.000318163,0.009916242,0.004437134,0.372837697,0.001397187,0.011588777,0.005254999,0.145957166,9.78725E-05,0.006827674,0.008794942,0.004088787,0.001902656,0.006520489,0.011129412,0.000159623,0.003555243,0.007973247,0.00168147,0.01354503,0.004025831,0.001103514,0.000450106,0.010578992,9.95213E-05,0.000503127,0.002026264,0.001763892,0.00011388,0.000337386,0.006669698,0.002728517,0.002674381,0.002266715,0.002768309,0.011552747,0.000645335,0.003724553,0.000840793,0.004885387,0.010524836,0.004720891,0.000120359,0.000676383,0.001076713,0.001509893,0.00797495,0.003389048,0.000783325,0.002873135,0.001180537,4.27082E-05
fundamental_8,0.003942367,0.074259572,0.002773301,0.002109886,0.000539901,0.001193876,0.000555335,0.009263319,0.005692647,0.015169556,0.13944714,0.02948839,0.001429716,0.031923953,1,0.002207168,0.000828548,0.018020644,0.013825144,0.000980621,0.00398116,0.026742983,0.007101238,0.003385999,0.021469553,0.000522055,0.001057908,0.090251878,0.012849169,0.005279586,0.00518523,0.001322324,0.01051132,0.007833024,0.018169234,0.000744712,0.012502753,0.000665812,0.013636339,0.001390711,0.003162506,0.004801953,0.00088978,0.034354895,0.04098289,0.006212678,0.03957815,0.001177653,0.001834072,0.002095766,0.001825346,0.001550725,0.002247536,0.099152879,0.000791569,0.019505963,0.005149142,0.001928176,6.48125E-05,0.050644981,0.061068072,0.018642085,0.008496181,0.042171502,0.02333276,0.032996582,0.008743708,0.007736825,0.018381848,0.000856043,0.010613152,0.002181267,0.007751078,0.011882786,0.001139415,0.0120066,0.026316837,0.001552019,0.066460754,0.011546939,0.0114472,0.002704865,0.020734881,0.004215592,0.013661959,0.004949824,0.02413357,0.003738212,0.021540634,0.003098611,0.008287179,0.00402682,0.010026864,0.00571292,0.015359808,0.005136066,0.019704556,0.013380673,0.010274472,0.038935695,0.019612943,0.006025866,0.012355775,0.004049595,0.007730652,0.010622205,0.003149266,0.002554369,0.003074074,0.006190389,0.000320003
fundamental_9,0.00579129,0.008665068,0.030520054,0.001500724,0.012243264,0.001366335,0.000201627,0.001146907,0.005565853,0.000860333,0.006986329,0.005366869,0.005061908,0.000742134,0.002207168,1,0.002538626,0.001691088,0.00150264,0.000195258,0.003265823,0.000438713,0.006091479,0.000634252,0.001183298,0.000810243,1.65659E-05,0.006156734,0.018058847,0.028614503,0.029072515,6.37334E-05,0.013208768,0.001493035,0.001150951,0.000134898,0.000915634,2.28087E-06,0.001505618,7.44539E-06,0.000968427,0.002324832,0.000900071,0.004186265,0.122506414,0.000123548,0.002966362,0.000105461,1.46654E-05,0.008761624,0.014063049,0.000260872,1.33757E-05,0.00127111,0.00132568,0.001990373,0.018516373,0.00154812,0.006790309,0.002063861,0.012180946,0.001013275,0.000376349,0.028431063,0.00558668,0.012899145,0.002869915,0.046700716,0.000467272,0.023564624,0.000353857,0.0041167,0.000517967,0.00856823,0.002759632,0.000538599,0.027229915,0.000774789,0.027851659,0.002677281,0.003446424,0.00091971,0.002879423,0.016505069,0.001593853,0.000450835,0.001568895,0.001754922,0.00127719,0.003472006,0.008452244,0.000871223,0.004911859,0.002715541,0.000932269,0.004190564,0.014472907,0.008519076,0.005828802,0.00160138,0.000243593,0.002728616,0.008183011,0.000325822,0.00939165,0.005947645,0.006956143,0.01012945,0.004677433,0.021751657,0.001142376
fundamental_10,0.005150824,0.031231968,3.81344E-05,0.000251361,0.000679848,0.001494257,0.00020699,0.016470738,0.000155294,0.023851697,0.070129434,9.5825E-05,0.011242272,0.000784414,0.000828548,0.002538626,1,0.016755377,0.002696297,0.001622784,0.00890219,0.019615045,0.006372726,0.000815929,0.02232453,0.010756592,7.37888E-06,0.025416641,0.016741399,0.0011638,0.008468841,0.011848024,0.000891124,0.000193356,0.074951381,0.000758605,0.063683318,0.003673117,0.002961772,0.000532899,0.004879498,0.018707474,0.000678145,0.005232472,0.031814411,0.004595314,0.012115201,0.004848368,0.00709554,0.008845489,0.002215738,4.1631E-06,0.000497117,0.037382651,0.00471107,0.001646572,0.001105803,0.001958406,0.015670835,0.006639682,0.080620031,0.00862496,0.012818743,0.025071796,0.017010747,0.015968061,0.083380946,0.000154249,0.062461871,0.042125021,0.010804331,0.004716089,0.018825055,0.009475757,0.000949035,0.026280038,0.084795038,0.010772164,0.088448185,0.027390055,0.021937876,0.014681568,0.059549773,0.00707842,0.008659854,0.003635287,0.01773729,0.040665088,0.020102214,0.092013147,0.002299322,0.015732945,0.048906695,0.005343852,0.079886588,0.028304194,0.003629225,0.011444227,0.003476743,0.027087419,0.087335179,0.059955493,0.011152695,0.008347896,0.007881026,0.072180151,0.003499295,0.006653678,0.033273358,0.002229891,0.000746407
fundamental_11,0.010416416,0.039730818,0.018678456,0.000206675,0.000437884,0.000151447,0.017156989,0.019018791,0.010706872,0.36851851,0.159438594,0.02058873,0.031517263,0.03182929,0.018020644,0.001691088,0.016755377,1,6.5052E-05,0.002024489,0.001480078,0.003470901,0.024679945,0.000206485,0.241648372,0.024813262,0.000242311,0.088269845,0.024220017,0.016554469,0.00732227,0.001585509,0.134196384,0.001215038,0.205655689,0.0006162,0.000810719,0.007941515,0.00135344,0.000593448,0.012082886,0.033559864,0.069267012,0.006424734,0.073449796,0.004688324,0.00563826,0.000919796,0.001139741,0.060638756,0.000551964,0.001484899,0.00047454,0.005662601,0.371921614,0.001754881,0.015434704,0.662618164,0.002126714,0.111170192,0.105859404,0.472843095,0.142548844,0.02872147,0.010367439,0.06400806,0.105335459,0.152573668,0.009613393,0.026103887,0.01007242,1.67255E-06,0.011408306,0.002567345,0.006609712,0.019762801,0.089661804,0.05288794,0.077756703,0.005730173,0.00172188,0.02097244,0.044690406,0.003919228,0.011913042,0.011923342,0.007650975,0.022934154,0.011366859,0.079134095,0.001586064,0.011196769,0.006511786,0.008865505,0.04746767,0.077887737,0.00208817,0.012074505,0.001981592,0.035159007,0.057063322,0.049117921,0.012425723,0.01517265,0.025602905,0.091620756,0.00084191,0.01060012,0.025974403,0.014947875,0.008151171
fundamental_12,0.006449762,0.020481105,0.000274151,0.000249669,0.000293194,0.000201089,0.000600841,0.038071225,0.000270183,0.000703834,0.048383427,0.001237533,0.006994196,0.000303566,0.013825144,0.00150264,0.002696297,6.5052E-05,1,0.000671742,0.000384373,0.005117393,0.002094635,0.000257874,0.001318677,0.001776917,0.000143665,0.048712994,0.003927393,0.000628951,0.014592396,0.001070214,0.000291836,0.000382712,0.008304257,8.63778E-05,0.002317953,0.00089362,0.995757443,0.000332234,0.270875325,0.00564238,0.000298816,0.006773696,0.00230803,0.001823574,0.071508357,3.64825E-05,1.99461E-05,0.068928881,0.000145703,0.000142113,0.000173251,0.050374053,6.0881E-05,0.008157696,0.000560551,0.073191909,0.005247526,0.000168058,0.064465755,0.002986042,0.002926554,0.004086145,0.050657252,0.077604661,0.002687261,0.000268228,0.01230144,0.019752465,0.00097872,0.000926518,0.002265628,0.014169323,0.008703127,0.003780191,0.002056273,0.007186245,0.002164089,0.003916952,0.008894501,0.000434382,0.007705789,0.004186281,0.00096958,0.002004774,0.003331918,0.00144553,0.000601724,0.002210331,0.000194806,0.012510476,0.004641336,0.002085658,0.003372765,0.001594924,0.005267864,0.007197946,0.003676605,0.028932763,0.009702305,0.007822824,0.000200169,0.003215945,0.00405576,0.000291729,0.003088136,0.001260492,0.002227826,0.009501467,0.000519331
fundamental_13,0.001114169,0.00535533,0.000670434,0.001720242,7.20684E-05,0.005882935,0.000763532,0.0078423,0.002622854,0.001124772,0.014414567,0.001448414,0.032517452,0.002432628,0.000980621,0.000195258,0.001622784,0.002024489,0.000671742,1,0.000658664,0.003063394,0.001360028,0.000324311,0.001810953,0.003575098,0.00153614,0.007551198,0.002170054,0.000825612,0.030381957,0.000349926,0.002711709,0.001896934,0.001707907,0.000324988,0.000462763,0.999108943,0.000628403,5.59948E-05,0.000680392,0.00291125,0.002456666,0.00220321,0.149539304,0.870588948,0.003622335,7.25114E-05,7.65485E-05,0.01034306,0.000427681,0.001498005,0.998422982,0.015624347,0.002487608,0.000611702,0.000816563,2.96343E-05,0.000325777,0.003427128,0.012888578,0.001402563,2.47464E-05,0.068921734,0.01293344,0.009198758,0.005336138,0.069986608,0.003041028,0.003162248,0.00450479,0.005866396,0.000885118,0.0042289,0.009291021,0.003342108,0.013798958,0.000466705,0.101646445,0.004453403,0.005175751,1.00627E-05,0.009150373,1.26862E-05,0.007520888,0.001335985,0.001932629,0.001433648,0.001843748,0.009487382,0.005332859,0.006936704,0.002172802,0.002293639,0.003674746,0.003879864,9.68911E-05,0.006988449,6.48222E-05,3.89099E-05,0.003554736,0.004192915,0.001913309,0.008786284,0.007598567,0.009234933,0.002090983,0.000274957,0.004083859,0.005131941,0.00037733
fundamental_14,0.002992279,0.000587611,0.000812892,0.000104171,2.11466E-05,3.06675E-06,0.000240343,0.014007578,0.001137182,0.001870592,0.321843141,0.865055947,0.006514322,0.001775775,0.00398116,0.003265823,0.00890219,0.001480078,0.000384373,0.000658664,1,0.002102635,0.150357839,0.002944767,0.001166541,0.04351025,0.001190938,0.001885848,0.938837489,3.04755E-05,0.028360069,0.02453522,0.023044963,0.008889759,0.114697033,0.000225452,0.010874304,0.004551742,0.000400114,6.51346E-05,0.000398199,0.000932174,0.016088027,0.384757979,0.066876394,0.000890675,0.011248913,2.41985E-05,2.00674E-05,0.007747426,0.0014068,0.001308839,0.001890091,0.308161243,0.011695386,0.000977985,8.41486E-05,9.08043E-05,0.001789143,0.007552963,0.02464958,0.003267201,0.002353056,0.029343489,0.021592785,0.000917932,0.004005663,0.008828506,0.000669961,0.075291675,0.004098555,0.00388151,0.007224395,0.000574961,0.00496937,0.003386881,0.000122999,0.00059608,0.018396717,0.001544596,0.000295736,0.003339256,0.008719756,0.000242704,0.006382197,6.74075E-05,0.006266942,0.000297589,0.004089106,0.012720406,0.000297377,0.000252764,0.002282532,0.002957853,0.005813689,0.006139544,0.000604785,0.003395975,0.005344119,0.007662176,0.010174413,0.005080025,0.002885317,0.002953063,0.001101601,0.000867901,0.006861552,0.006702719,0.005315597,0.0033183,0.000935852
fundamental_15,0.005300812,0.030012732,0.002576319,0.000498561,0.000927082,9.2482E-06,0.002667774,0.021752035,0.013291511,0.3372005,0.097503657,0.005236585,0.006410552,0.755786738,0.026742983,0.000438713,0.019615045,0.003470901,0.005117393,0.003063394,0.002102635,1,0.000162185,0.002416854,0.288390385,0.020774532,0.856899883,0.087718882,0.001932922,0.002103777,0.014133742,0.006775951,0.100135079,0.002786786,0.047469791,0.001299889,0.194147474,0.00313746,0.005231075,0.002423173,0.005102279,0.011612011,0.114206829,0.009500117,0.040394453,0.001658304,0.077316824,0.00010431,0.000266532,0.047526212,0.00166438,0.856856167,0.00122351,0.087893874,0.004002309,0.005110904,0.001468703,0.007290375,0.024701037,0.064685263,0.045414654,0.014330324,0.678092478,0.243836646,0.064024235,0.066123352,0.367832528,0.034740017,0.060012963,0.063388885,0.011686117,0.004360084,0.033738066,0.000106076,0.002938995,0.042080642,0.006315407,5.52255E-05,0.075010826,0.038983975,0.013316508,0.002799169,0.055919382,0.007946432,0.032020076,0.007794025,0.09971062,0.04521581,0.174980474,0.039070195,0.008484814,0.01255801,0.095096694,0.00368938,0.061650314,0.042814821,0.007517592,0.013287888,0.006406427,0.044869228,0.092182078,0.096715874,0.010833624,0.011689311,0.007288467,0.008628623,0.001234187,0.010980144,0.049291858,6.86036E-05,0.001969704
fundamental_16,0.005930037,0.007450263,0.001257612,0.000419676,0.000131485,3.53674E-05,0.000555554,0.009001556,0.003502063,0.026388909,0.249681525,0.992799089,0.029898408,0.004612296,0.007101238,0.006091479,0.006372726,0.024679945,0.002094635,0.001360028,0.150357839,0.000162185,1,0.002405858,0.01800517,0.00904479,0.001140812,0.004017371,0.823652357,0.000530858,0.022456524,0.007080951,0.091762348,0.002818718,0.17540003,0.000413256,0.005519908,0.012451554,0.002395417,1.72496E-05,0.001903206,0.047116649,0.014821809,0.053914927,0.11001989,0.002017205,0.014968169,0.000119661,0.000176123,0.072617999,0.000467773,0.00152591,0.000206809,0.181776943,0.026200172,0.005745857,0.000615483,0.002167445,0.001171992,0.026496943,0.059147481,0.027262987,0.018689822,0.136540474,0.019530125,0.050604537,0.02890004,0.147617899,0.000613161,0.010284635,0.004934302,0.002068299,0.004170322,0.010524536,0.001883376,0.003375748,0.03829167,0.00244763,0.016346437,0.009889506,0.008368234,0.004895532,0.000561541,0.000204394,0.008592742,0.003876388,0.030130531,0.004878859,0.001250476,0.027878188,0.006207519,0.010890269,0.091330086,0.007098457,0.004890056,0.009694777,0.001448917,0.005667086,0.002339205,0.003710764,0.062767827,0.101303181,0.005880861,0.005585224,0.003861029,0.008531806,0.002134328,0.021374666,0.004280659,0.004947895,0.000749391
fundamental_17,0.011106406,0.014200323,0.000161922,9.20972E-05,7.52928E-05,0.000173708,0.000199861,0.01957885,2.52628E-05,0.000351255,0.001228845,0.016148364,0.012175111,9.27272E-05,0.003385999,0.000634252,0.000815929,0.000206485,0.000257874,0.000324311,0.002944767,0.002416854,0.002405858,1,0.000515342,2.83537E-05,4.7994E-05,0.014753287,0.007965947,0.000165104,0.002006769,6.51136E-05,2.79261E-05,0.000228056,0.003485878,0.000119167,0.000964716,0.000167319,0.000267163,0.000101529,0.000341526,0.001232529,9.1684E-05,0.006294514,0.028981293,0.000793263,0.008285503,9.7257E-06,4.12474E-06,0.001602331,0.007825977,4.61229E-05,0.000242536,0.009978731,9.75961E-05,0.004471177,0.000153327,7.84676E-05,0.000902498,0.000334532,0.002591661,0.000784242,0.00078321,0.000561066,0.003698376,0.004748756,0.002137048,2.50926E-05,0.007308506,0.031627787,0.003669639,0.000965687,0.000751223,0.003189739,0.000250857,0.000285415,0.004987986,0.001553858,0.004600817,0.00114657,0.004507839,0.001177009,0.00981298,7.00027E-05,0.000763026,0.007993588,0.001559411,0.006694393,0.003894491,0.012348816,9.69686E-05,0.009975243,0.00110596,0.00532814,0.005397952,0.002249681,0.001606099,0.003168896,0.003670375,0.002542824,0.009273451,0.000245784,0.002613892,0.003176391,0.003986969,0.010338836,0.005678217,0.000345839,0.002598375,0.003528593,0.001646418
fundamental_18,0.013058141,0.035987571,0.005686975,0.000131557,0.000124239,3.42395E-05,0.007943025,0.008089821,0.000127574,0.272432182,0.068824555,0.005293941,0.018457792,0.000750826,0.021469553,0.001183298,0.02232453,0.241648372,0.001318677,0.001810953,0.001166541,0.288390385,0.01800517,0.000515342,1,3.39424E-05,0.04321305,0.009642559,0.002861022,0.04744391,0.007204838,0.006899835,0.000659932,0.00123298,0.070696533,0.001526976,0.254881292,0.003162315,0.001697523,0.000942469,0.005312973,0.018631528,0.001420422,0.010340236,0.0318525,0.006034597,0.057616828,0.000206998,0.000246558,0.010383188,0.00013354,0.043073095,0.00051604,0.005015307,0.006733972,0.00114024,0.041926148,0.37734353,0.038268624,0.660578145,0.092562813,0.054925229,0.20650727,0.778661118,0.047524852,0.007733421,0.471433625,0.000128371,0.029188683,0.026041075,0.013934917,0.00124134,0.020559552,0.004336376,1.70787E-05,0.023101652,0.093405499,0.006445588,0.075769105,0.021695308,0.024395992,0.013543589,0.054319768,0.006961289,0.037502738,0.010557685,0.048698367,0.047612982,0.0334723,0.079264582,0.000635491,0.002424633,0.080499427,7.85169E-05,0.06735614,0.079855488,0.014046291,0.015756768,0.000756562,0.004452374,0.11201801,0.105817366,0.014010121,0.014439245,0.014485452,0.117731739,0.002912551,0.01115054,0.043843473,0.018738243,0.005123066
fundamental_19,0.010710168,0.003006209,0.00027811,0.00031461,0.001553924,0.000336193,0.001755584,0.012899975,0.000213375,0.015675923,0.051300648,0.006345365,0.001048511,0.000361782,0.000522055,0.000810243,0.010756592,0.024813262,0.001776917,0.003575098,0.04351025,0.020774532,0.00904479,2.83537E-05,3.39424E-05,1,0.000189397,0.008882111,0.074992985,0.012197872,0.035674842,0.002651562,0.000185645,0.000291441,0.009653368,0.002562995,0.059464861,0.000853735,0.001827147,0.000420498,0.010978281,0.004541091,0.000363637,0.048143227,0.001024429,0.006233561,0.022501138,0.000210594,0.000237401,0.132405769,0.052242094,0.000194594,0.000341708,0.079469273,0.000490522,0.004721313,0.014419018,0.004672365,0.003035078,0.00147494,0.206805221,0.024045771,0.016015959,0.000916899,0.012335534,0.014491057,0.040971204,0.000212615,0.02010939,0.010643606,0.004020779,0.003895545,0.007099593,0.002316461,1.60117E-05,0.009573986,0.001832666,0.003734752,0.017298447,0.005418284,0.004056857,0.001860166,0.004956202,0.005440193,0.003277445,0.002218203,0.001533912,0.003542663,0.009465783,0.000749647,0.001648003,0.010985494,0.003944804,0.007814912,0.00579779,0.000666266,0.004750435,0.015533935,0.001928412,0.003530064,0.000359054,0.001588522,0.010198579,0.01003897,0.015626284,0.014010638,0.001907408,0.01648418,0.003475299,0.004191346,0.000207765
fundamental_20,0.00840276,0.016207782,7.11418E-05,5.52464E-05,7.99832E-05,0.00014083,0.002995996,0.066334294,5.93377E-05,0.48536534,0.033444674,0.005078075,0.004095487,0.753704069,0.001057908,1.65659E-05,7.37888E-06,0.000242311,0.000143665,0.00153614,0.001190938,0.856899883,0.001140812,4.7994E-05,0.04321305,0.000189397,1,0.002608036,0.003273308,0.009236133,0.001519861,0.000298519,0.857184713,0.000151393,0.058823971,0.000731573,0.171863968,0.002571269,0.000147803,0.021655255,0.003599072,0.015344009,0.789806667,0.014083736,0.000836094,0.005182465,0.013909299,4.26191E-06,1.10287E-05,0.040898436,0.000575943,0.999999999,5.09534E-05,0.041978899,0.00963122,0.003574918,0.007835496,0.000861393,0.004021646,0.038752747,0.026824731,0.006057046,0.84966393,0.025728584,0.011999417,0.002165158,0.374304613,5.88743E-05,0.004248913,0.006225653,0.012324335,0.001240456,0.002589558,0.007222689,0.000749511,0.003370621,0.00915335,0.000948998,0.007878458,0.003567607,0.004909601,4.32168E-06,0.006257815,2.46033E-05,0.003068382,0.001214415,0.001055317,0.002265754,0.002005464,0.009302046,0.003545361,0.002208959,0.002337514,0.014640419,0.006727111,0.002907379,0.001236835,0.001056679,0.007220669,0.006086151,0.010448784,0.006561498,0.005611412,0.001135314,0.001374283,0.010168832,0.003895894,0.000318198,0.003304686,0.002790321,0.000201459
fundamental_21,0.012002167,0.151021898,0.013036601,0.000217463,0.00048337,0.007028673,0.006452825,0.215503386,0.006132077,0.061494349,0.127864015,0.028042377,0.026313069,0.005887459,0.090251878,0.006156734,0.025416641,0.088269845,0.048712994,0.007551198,0.001885848,0.087718882,0.004017371,0.014753287,0.009642559,0.008882111,0.002608036,1,0.009590873,0.063219779,0.031555325,0.008836565,0.002731307,0.01453462,0.025224611,0.000167851,0.014330283,3.58231E-05,0.050079724,0.006230312,0.044101683,0.006251751,0.00588483,0.103781747,0.141008951,0.00996493,0.301287772,0.003976411,0.00647768,0.361558877,0.016057537,0.00268349,0.001311823,0.262950703,0.017439717,0.013393143,0.062397709,0.003175197,0.037433498,0.022025176,0.527924649,0.090332259,0.061469905,0.080513499,0.073475898,0.454905331,0.069930827,0.006109566,0.031559317,0.11626882,0.02846781,0.012230341,0.056573377,0.00016089,0.026704475,0.09281619,0.419970844,0.03391901,0.085222811,0.067804712,0.052527952,0.063242634,0.098839942,0.007781293,0.078453863,0.019700175,0.113746188,0.111187487,0.050636233,0.406955694,0.007103022,0.003554798,0.132380871,0.012898681,0.027383159,0.124892263,0.012404479,0.019498568,0.00157437,0.017466952,0.095684738,0.118099875,0.043368854,0.044480818,0.045180106,0.452400035,0.012371084,0.047367898,0.101669921,0.014842378,0.000343751
fundamental_22,0.010779788,0.001683904,0.002889384,0.000745005,0.000907862,0.000116762,0.002398418,0.020252498,0.018271783,0.037032553,0.156707897,0.368718988,0.024577309,0.00232709,0.012849169,0.018058847,0.016741399,0.024220017,0.003927393,0.002170054,0.938837489,0.001932922,0.823652357,0.007965947,0.002861022,0.074992985,0.003273308,0.009590873,1,0.001611017,0.003544009,0.018787133,0.045845755,0.003819491,0.037104335,0.002029846,0.009299316,0.009777221,0.004384518,0.00013559,0.00071757,0.041733308,0.001147972,0.287287426,0.051408496,0.011548808,0.005947186,0.011133955,0.015008868,0.004261637,0.000390396,0.002967711,0.001733784,0.112898944,0.011196872,0.02131595,0.001267617,0.006189746,0.009828344,0.001088178,0.032155725,0.022507262,0.027895492,0.05233928,0.000103914,0.000795037,0.001275455,0.061373268,0.000610082,0.041710303,0.004360861,0.002147669,0.005636795,0.003893872,0.000933757,0.006356731,0.007327978,0.001278211,0.036035582,0.000872671,0.00379013,0.005911858,0.002813658,0.003068301,0.008828965,0.001596005,0.001722799,0.007657792,0.005132162,0.043100341,0.000107711,0.003349378,0.000667466,0.003452302,0.003572828,0.008408173,0.000762752,0.000311571,0.006737478,0.012152693,0.002458493,0.004972738,0.004883564,0.005402918,0.006415387,0.03976675,0.007442565,0.001914498,0.005716159,0.001121726,0.000309479
